"{0.355446794960959, 0.46188802035131554}","{0.4242115410653451, 0.4906833629454402}"
"{0.17962992373041523, 0.3551075441601881}","{0.1627458939942752, 0.42772094417091927}"
"{0.17962992373041523, 0.3551075441601881}","{0.2539402343213364, 0.36108456960274504}"
"{0.4906103680730055, 0.08101710218718522}","{0.41843370153098497, 0.09968398003943327}"
"{0.20195082454191066, -0.24663734932248935}","{0.23663653867373705, -0.3126265363216156}"
"{0.2961256919615032, 0.5070425230772538}","{0.355446794960959, 0.46188802035131554}"
"{-0.33502409722660514, -0.15628054902511818}","{-0.2945250659699057, -0.218869110604399}"
"{-0.1113799508957249, 0.20253172194695002}","{-0.14907597694512303, 0.2668487802389056}"
"{0.4336564124059279, 0.5646328143687704}","{0.4242115410653451, 0.4906833629454402}"
"{-0.04370659014221451, -0.3874058923371285}","{-0.0309345687495416, -0.46085099790534845}"
"{-0.04370659014221451, -0.3874058923371285}","{0.02976272354612149, -0.4000578119961974}"
"{0.14408468542555397, 0.2296195458779525}","{0.07199837787306161, 0.2486241091484556}"
"{-0.18831796862272288, -0.378010143471796}","{-0.25257265895935904, -0.4158158274846794}"
"{-0.11042118804651938, -0.03551852537799334}","{-0.10478448928679114, 0.03881701183878193}"
"{-0.03891994898761475, 0.46502928766784757}","{-0.0309345687495416, 0.5391490020946516}"
"{-0.13243793785298982, 0.1080465373388502}","{-0.10478448928679114, 0.03881701183878193}"
"{-0.26057114438416973, -0.1525012710353218}","{-0.2945250659699057, -0.218869110604399}"
"{-0.26057114438416973, -0.1525012710353218}","{-0.33502409722660514, -0.15628054902511818}"
"{-0.26057114438416973, -0.1525012710353218}","{-0.20560861005347064, -0.10213927949632726}"
"{-0.1071001736248112, 0.43487782955128235}","{-0.03891994898761475, 0.46502928766784757}"
"{-0.05883025476179668, -0.08933367105377785}","{-0.11042118804651938, -0.03551852537799334}"
"{0.3743370601618512, -0.39021474768470915}","{0.4336564124059279, -0.4353671856312296}"
"{0.339120508527519, -0.10583556840807297}","{0.27368511270755763, -0.14154723499492725}"
"{0.12816244008480104, -0.25725914922896786}","{0.20195082454191066, -0.24663734932248935}"
"{0.12816244008480104, -0.25725914922896786}","{0.08263057450630718, -0.19823101708662325}"
"{0.40734244027135325, -0.2820577027269809}","{0.35184137799548426, -0.23228555258047878}"
"{-0.03682974836306689, 0.2030235413912736}","{-0.1113799508957249, 0.20253172194695002}"
"{-0.2793180858582352, 0.510756703660015}","{-0.2194939773075796, 0.46627757851317725}"
"{0.5614516286924233, 0.10424093425070156}","{0.4906103680730055, 0.08101710218718522}"
"{-0.43854837130757673, 0.10424093425070156}","{-0.47537284760576315, 0.16906222427459794}"
"{-0.07452769065027222, 0.26733715584118584}","{-0.14907597694512303, 0.2668487802389056}"
"{-0.07452769065027222, 0.26733715584118584}","{-0.1113799508957249, 0.20253172194695002}"
"{-0.07452769065027222, 0.26733715584118584}","{-0.03682974836306689, 0.2030235413912736}"
"{0.5076066315438097, -0.4259480329524123}","{0.4336564124059279, -0.4353671856312296}"
"{0.10206904191370245, -0.38190075174277166}","{0.02976272354612149, -0.4000578119961974}"
"{-0.40569848781591406, -0.1325614965037754}","{-0.33502409722660514, -0.15628054902511818}"
"{-0.19545210637160348, 0.32521437190238767}","{-0.14907597694512303, 0.2668487802389056}"
"{0.2898866857481498, 0.42639574283531273}","{0.2539402343213364, 0.36108456960274504}"
"{0.2898866857481498, 0.42639574283531273}","{0.355446794960959, 0.46188802035131554}"
"{-0.11487538629080292, -0.3652093516613743}","{-0.04370659014221451, -0.3874058923371285}"
"{-0.11487538629080292, -0.3652093516613743}","{-0.18831796862272288, -0.378010143471796}"
"{0.11371693293057843, -0.01090298012881318}","{0.06525800880418013, -0.06755482722912959}"
"{-0.4691200263507963, -0.09337984115049852}","{-0.40569848781591406, -0.1325614965037754}"
"{0.3648923467135584, 0.5358360206112893}","{0.4242115410653451, 0.4906833629454402}"
"{0.3648923467135584, 0.5358360206112893}","{0.355446794960959, 0.46188802035131554}"
"{0.3648923467135584, -0.46416397938871073}","{0.2961256919615032, -0.49295747692274616}"
"{0.3648923467135584, -0.46416397938871073}","{0.4336564124059279, -0.4353671856312296}"
"{0.3648923467135584, -0.46416397938871073}","{0.3743370601618512, -0.39021474768470915}"
"{0.4981617062627901, 0.5001047321934129}","{0.4242115410653451, 0.4906833629454402}"
"{-0.5018382937372099, 0.5001047321934129}","{-0.45867300126417215, 0.4393234982073197}"
"{0.4981617062627901, -0.49989526780658705}","{0.5076066315438097, -0.4259480329524123}"
"{0.05501116062924285, 0.3212122229534115}","{0.07199837787306161, 0.2486241091484556}"
"{-0.3689748806854895, -0.22265087523899785}","{-0.2945250659699057, -0.218869110604399}"
"{-0.3689748806854895, -0.22265087523899785}","{-0.33502409722660514, -0.15628054902511818}"
"{-0.04076817908654725, 0.39050226619899425}","{-0.03891994898761475, 0.46502928766784757}"
"{0.46960807536243393, -0.24106443209359676}","{0.47196846457074587, -0.1665562295114445}"
"{0.46960807536243393, -0.24106443209359676}","{0.40734244027135325, -0.2820577027269809}"
"{0.46960807536243393, -0.24106443209359676}","{0.47599706543548, -0.31533571802480037}"
"{0.05653221306867118, -0.3228742708986105}","{0.0017140970151626733, -0.27235009005815297}"
"{0.05653221306867118, -0.3228742708986105}","{0.10206904191370245, -0.38190075174277166}"
"{-0.3022730771727419, 0.15397884882940618}","{-0.29303254808161194, 0.22795276831269207}"
"{-0.3022730771727419, 0.15397884882940618}","{-0.29707718488949697, 0.07961063233387557}"
"{-0.23956826997705352, -0.03577606673057231}","{-0.20560861005347064, -0.10213927949632726}"
"{0.3993287588147223, -0.14979438234005957}","{0.47196846457074587, -0.1665562295114445}"
"{0.3993287588147223, -0.14979438234005957}","{0.339120508527519, -0.10583556840807297}"
"{0.18621820200003647, 0.4984807082689268}","{0.1627458939942752, 0.42772094417091927}"
"{0.18621820200003647, 0.4984807082689268}","{0.23616260796849625, 0.5538212120165079}"
"{-0.003679630984702881, -0.03917762360435759}","{0.06525800880418013, -0.06755482722912959}"
"{-0.003679630984702881, -0.03917762360435759}","{-0.05883025476179668, -0.08933367105377785}"
"{0.00808775141609061, -0.19807301548435052}","{0.08263057450630718, -0.19823101708662325}"
"{0.00808775141609061, -0.19807301548435052}","{0.0017140970151626733, -0.27235009005815297}"
"{0.3250307886474294, 0.3386348363854338}","{0.2539402343213364, 0.36108456960274504}"
"{-0.3996253130640074, 0.3098874805688505}","{-0.3765069325912456, 0.2390131659602501}"
"{0.1075529895963058, 0.3741461948485417}","{0.07429331244732522, 0.44086246719846656}"
"{0.1075529895963058, 0.3741461948485417}","{0.17962992373041523, 0.3551075441601881}"
"{0.3085538032141346, -0.2929823036203288}","{0.23663653867373705, -0.3126265363216156}"
"{0.3085538032141346, -0.2929823036203288}","{0.35184137799548426, -0.23228555258047878}"
"{-0.45311934318314534, 0.03112753571709019}","{-0.43854837130757673, 0.10424093425070156}"
"{0.25671472319389177, 0.06922347515532384}","{0.20328661587335858, 0.12121389755135274}"
"{0.25671472319389177, 0.06922347515532384}","{0.23757560306110692, -0.0028264557106475463}"
"{0.15641592577467617, -0.18761011897611418}","{0.20195082454191066, -0.24663734932248935}"
"{0.15641592577467617, -0.18761011897611418}","{0.08263057450630718, -0.19823101708662325}"
"{0.12942799629584695, 0.11107072077733937}","{0.20328661587335858, 0.12121389755135274}"
"{-0.3645075370644319, 0.11294094935101652}","{-0.43854837130757673, 0.10424093425070156}"
"{-0.3645075370644319, 0.11294094935101652}","{-0.3022730771727419, 0.15397884882940618}"
"{0.009050640493175048, 0.08787666718784636}","{0.07544186484732068, 0.05397074918328331}"
"{-0.09911629165449751, -0.49099951638687067}","{-0.0309345687495416, -0.46085099790534845}"
"{-0.09911629165449751, 0.5090004836131293}","{-0.03891994898761475, 0.46502928766784757}"
"{-0.09911629165449751, 0.5090004836131293}","{-0.1071001736248112, 0.43487782955128235}"
"{-0.3477879489134671, -0.08283286487938304}","{-0.33502409722660514, -0.15628054902511818}"
"{0.30557718937963535, -0.4190078594145028}","{0.2961256919615032, -0.49295747692274616}"
"{0.30557718937963535, -0.4190078594145028}","{0.23616260796849625, -0.4461787879834921}"
"{0.30557718937963535, -0.4190078594145028}","{0.3743370601618512, -0.39021474768470915}"
"{0.30557718937963535, -0.4190078594145028}","{0.3648923467135584, -0.46416397938871073}"
"{0.4563308472175113, -0.09366788433074114}","{0.43224635336727224, -0.023114996198966453}"
"{0.4563308472175113, -0.09366788433074114}","{0.47196846457074587, -0.1665562295114445}"
"{0.4563308472175113, -0.09366788433074114}","{0.5308799736492037, -0.09337984115049852}"
"{-0.22810212737001762, 0.3922288134427578}","{-0.2194939773075796, 0.46627757851317725}"
"{-0.22810212737001762, 0.3922288134427578}","{-0.296536134155703, 0.36265416160192343}"
"{-0.22810212737001762, 0.3922288134427578}","{-0.19545210637160348, 0.32521437190238767}"
"{0.312039302876985, 0.000697821404244456}","{0.23757560306110692, -0.0028264557106475463}"
"{0.312039302876985, 0.000697821404244456}","{0.37776291803135126, 0.03588305595521282}"
"{0.16677655445661696, -0.41892208164835193}","{0.23616260796849625, -0.4461787879834921}"
"{0.16677655445661696, -0.41892208164835193}","{0.10206904191370245, -0.38190075174277166}"
"{-0.2241243886437758, 0.2564027530580203}","{-0.29303254808161194, 0.22795276831269207}"
"{-0.2241243886437758, 0.2564027530580203}","{-0.19545210637160348, 0.32521437190238767}"
"{-0.4494387238401215, 0.36534968813084767}","{-0.45867300126417215, 0.4393234982073197}"
"{-0.4494387238401215, 0.36534968813084767}","{-0.3996253130640074, 0.3098874805688505}"
"{0.10847031615368043, -0.12830293119078331}","{0.06525800880418013, -0.06755482722912959}"
"{0.10847031615368043, -0.12830293119078331}","{0.08263057450630718, -0.19823101708662325}"
"{-0.23552047965113063, -0.2644235154620265}","{-0.2945250659699057, -0.218869110604399}"
"{-0.23552047965113063, -0.2644235154620265}","{-0.17022475335751786, -0.30039967630315045}"
"{-0.3898060451305344, -0.008233111136399783}","{-0.45311934318314534, 0.03112753571709019}"
"{-0.2879292702089423, 0.4367056989994514}","{-0.2194939773075796, 0.46627757851317725}"
"{-0.2879292702089423, 0.4367056989994514}","{-0.296536134155703, 0.36265416160192343}"
"{-0.2879292702089423, 0.4367056989994514}","{-0.2793180858582352, 0.510756703660015}"
"{-0.2879292702089423, 0.4367056989994514}","{-0.22810212737001762, 0.3922288134427578}"
"{-0.23336911764946028, 0.18243089598418108}","{-0.3022730771727419, 0.15397884882940618}"
"{-0.23336911764946028, 0.18243089598418108}","{-0.2241243886437758, 0.2564027530580203}"
"{0.38717590004865693, 0.29745621082624873}","{0.3250307886474294, 0.3386348363854338}"
"{-0.32668628803108823, 0.2944735487295943}","{-0.296536134155703, 0.36265416160192343}"
"{-0.32668628803108823, 0.2944735487295943}","{-0.3765069325912456, 0.2390131659602501}"
"{-0.32668628803108823, 0.2944735487295943}","{-0.29303254808161194, 0.22795276831269207}"
"{-0.32668628803108823, 0.2944735487295943}","{-0.3996253130640074, 0.3098874805688505}"
"{-0.158940237106669, -0.4465235994162256}","{-0.18831796862272288, -0.378010143471796}"
"{-0.158940237106669, -0.4465235994162256}","{-0.09911629165449751, -0.49099951638687067}"
"{0.27547587708606897, -0.06701910620264682}","{0.23757560306110692, -0.0028264557106475463}"
"{0.27547587708606897, -0.06701910620264682}","{0.27368511270755763, -0.14154723499492725}"
"{0.27547587708606897, -0.06701910620264682}","{0.339120508527519, -0.10583556840807297}"
"{0.4179113532549658, 0.4164017087297456}","{0.4242115410653451, 0.4906833629454402}"
"{0.1270996886799616, 0.30220648758815144}","{0.17962992373041523, 0.3551075441601881}"
"{0.1270996886799616, 0.30220648758815144}","{0.14408468542555397, 0.2296195458779525}"
"{0.1270996886799616, 0.30220648758815144}","{0.05501116062924285, 0.3212122229534115}"
"{0.1270996886799616, 0.30220648758815144}","{0.1075529895963058, 0.3741461948485417}"
"{-0.1312280803120867, -0.10710408610161119}","{-0.08312591931468163, -0.16405871463024155}"
"{-0.1312280803120867, -0.10710408610161119}","{-0.16297321026904305, -0.17455526032548307}"
"{-0.1312280803120867, -0.10710408610161119}","{-0.20560861005347064, -0.10213927949632726}"
"{-0.1312280803120867, -0.10710408610161119}","{-0.11042118804651938, -0.03551852537799334}"
"{-0.1312280803120867, -0.10710408610161119}","{-0.05883025476179668, -0.08933367105377785}"
"{-0.3118467139080134, -0.017520340038219954}","{-0.23956826997705352, -0.03577606673057231}"
"{-0.3118467139080134, -0.017520340038219954}","{-0.3477879489134671, -0.08283286487938304}"
"{0.3861284093872048, 0.2229203083719972}","{0.31881108767341715, 0.2549531131079048}"
"{0.3861284093872048, 0.2229203083719972}","{0.3342475387317033, 0.16938356293680576}"
"{0.3861284093872048, 0.2229203083719972}","{0.38717590004865693, 0.29745621082624873}"
"{-0.345166089993128, 0.46511356868691134}","{-0.3774202608594513, 0.5202758953612908}"
"{-0.345166089993128, 0.46511356868691134}","{-0.2879292702089423, 0.4367056989994514}"
"{-0.2859514280852646, -0.30366461263485284}","{-0.34135903060591233, -0.33549841728388247}"
"{-0.2859514280852646, -0.30366461263485284}","{-0.23552047965113063, -0.2644235154620265}"
"{-0.15482947819568696, 0.37453871061596344}","{-0.19545210637160348, 0.32521437190238767}"
"{0.011032534776613478, -0.10136245656979723}","{0.06525800880418013, -0.06755482722912959}"
"{0.011032534776613478, -0.10136245656979723}","{-0.003679630984702881, -0.03917762360435759}"
"{-0.028342036016812146, 0.13969072969753868}","{-0.03682974836306689, 0.2030235413912736}"
"{-0.028342036016812146, 0.13969072969753868}","{0.009050640493175048, 0.08787666718784636}"
"{-0.17030676358077154, 0.42548964538140466}","{-0.2194939773075796, 0.46627757851317725}"
"{-0.17030676358077154, 0.42548964538140466}","{-0.1071001736248112, 0.43487782955128235}"
"{-0.17030676358077154, 0.42548964538140466}","{-0.15482947819568696, 0.37453871061596344}"
"{0.3951719247419134, -0.0751589244839906}","{0.43224635336727224, -0.023114996198966453}"
"{0.3951719247419134, -0.0751589244839906}","{0.339120508527519, -0.10583556840807297}"
"{0.3951719247419134, -0.0751589244839906}","{0.4563308472175113, -0.09366788433074114}"
"{0.2738568086194156, 0.3003664181149846}","{0.2539402343213364, 0.36108456960274504}"
"{0.2738568086194156, 0.3003664181149846}","{0.31881108767341715, 0.2549531131079048}"
"{0.2738568086194156, 0.3003664181149846}","{0.3250307886474294, 0.3386348363854338}"
"{0.22094506936520927, 0.30636097623347386}","{0.2539402343213364, 0.36108456960274504}"
"{0.22094506936520927, 0.30636097623347386}","{0.17962992373041523, 0.3551075441601881}"
"{0.22094506936520927, 0.30636097623347386}","{0.2738568086194156, 0.3003664181149846}"
"{-0.04171132562159835, 0.04906420177765913}","{-0.10478448928679114, 0.03881701183878193}"
"{-0.04171132562159835, 0.04906420177765913}","{0.009050640493175048, 0.08787666718784636}"
"{0.48566549668190134, 0.21971115337274066}","{0.5246271523942369, 0.16906222427459794}"
"{-0.38102839279126827, -0.2854033011169995}","{-0.3689748806854895, -0.22265087523899785}"
"{-0.38102839279126827, -0.2854033011169995}","{-0.34135903060591233, -0.33549841728388247}"
"{-0.38102839279126827, -0.2854033011169995}","{-0.42660226900096687, -0.33019391738708354}"
"{0.050119186864269784, -0.004698205716046256}","{0.07544186484732068, 0.05397074918328331}"
"{0.050119186864269784, -0.004698205716046256}","{0.11371693293057843, -0.01090298012881318}"
"{0.050119186864269784, -0.004698205716046256}","{-0.003679630984702881, -0.03917762360435759}"
"{0.26555745262320263, 0.1527246874631592}","{0.21722553492649568, 0.19452593075758445}"
"{0.1592945276993753, 0.16755890775243865}","{0.20328661587335858, 0.12121389755135274}"
"{0.1592945276993753, 0.16755890775243865}","{0.14408468542555397, 0.2296195458779525}"
"{0.1592945276993753, 0.16755890775243865}","{0.12942799629584695, 0.11107072077733937}"
"{0.1592945276993753, 0.16755890775243865}","{0.21722553492649568, 0.19452593075758445}"
"{0.2658396606422784, -0.24545685393880995}","{0.20195082454191066, -0.24663734932248935}"
"{0.2658396606422784, -0.24545685393880995}","{0.3085538032141346, -0.2929823036203288}"
"{-0.43755332890814774, -0.3931496581016425}","{-0.4923933684561903, -0.4259480329524123}"
"{-0.43755332890814774, -0.3931496581016425}","{-0.37467289511460133, -0.40450623205240843}"
"{-0.43755332890814774, -0.3931496581016425}","{-0.42660226900096687, -0.33019391738708354}"
"{-0.17556093431203715, 0.15520097866516952}","{-0.13243793785298982, 0.1080465373388502}"
"{-0.17556093431203715, 0.15520097866516952}","{-0.23336911764946028, 0.18243089598418108}"
"{-0.062185471861800505, -0.27211818516340686}","{0.0017140970151626733, -0.27235009005815297}"
"{-0.062185471861800505, -0.27211818516340686}","{-0.11409471700642884, -0.23485286834049734}"
"{0.12039577786869589, -0.32068497444469657}","{0.12816244008480104, -0.25725914922896786}"
"{0.12039577786869589, -0.32068497444469657}","{0.10206904191370245, -0.38190075174277166}"
"{0.12039577786869589, -0.32068497444469657}","{0.05653221306867118, -0.3228742708986105}"
"{0.35521845601503055, 0.10902094860858873}","{0.41843370153098497, 0.09968398003943327}"
"{0.35521845601503055, 0.10902094860858873}","{0.3342475387317033, 0.16938356293680576}"
"{0.36236371985955823, -0.32744636004676214}","{0.3743370601618512, -0.39021474768470915}"
"{0.36236371985955823, -0.32744636004676214}","{0.40734244027135325, -0.2820577027269809}"
"{0.36236371985955823, -0.32744636004676214}","{0.3085538032141346, -0.2929823036203288}"
"{0.4861945850714914, 0.011132348306586944}","{0.43224635336727224, -0.023114996198966453}"
"{0.4861945850714914, 0.011132348306586944}","{0.5468806568168547, 0.03112753571709019}"
"{0.027070430614778967, 0.2031856741477402}","{0.07199837787306161, 0.2486241091484556}"
"{0.027070430614778967, 0.2031856741477402}","{-0.03682974836306689, 0.2030235413912736}"
"{-0.02305176605786449, -0.14227610009615302}","{-0.08312591931468163, -0.16405871463024155}"
"{-0.02305176605786449, -0.14227610009615302}","{-0.05883025476179668, -0.08933367105377785}"
"{-0.02305176605786449, -0.14227610009615302}","{0.00808775141609061, -0.19807301548435052}"
"{-0.02305176605786449, -0.14227610009615302}","{0.011032534776613478, -0.10136245656979723}"
"{0.160864235705084, -0.3552962566196166}","{0.16677655445661696, -0.41892208164835193}"
"{0.160864235705084, -0.3552962566196166}","{0.12039577786869589, -0.32068497444469657}"
"{-0.15999525083921742, 0.4895834829855166}","{-0.2194939773075796, 0.46627757851317725}"
"{-0.15999525083921742, 0.4895834829855166}","{-0.09911629165449751, 0.5090004836131293}"
"{-0.15999525083921742, 0.4895834829855166}","{-0.158940237106669, 0.5534764005837745}"
"{-0.26346886140781045, 0.02422872714374194}","{-0.3118467139080134, -0.017520340038219954}"
"{0.31757080279287364, -0.3562433696696247}","{0.3085538032141346, -0.2929823036203288}"
"{0.31757080279287364, -0.3562433696696247}","{0.30557718937963535, -0.4190078594145028}"
"{0.31757080279287364, -0.3562433696696247}","{0.36236371985955823, -0.32744636004676214}"
"{-0.2103134616271527, 0.021032925912998636}","{-0.23956826997705352, -0.03577606673057231}"
"{-0.2103134616271527, 0.021032925912998636}","{-0.26346886140781045, 0.02422872714374194}"
"{-0.1121431204991988, 0.31899414852839203}","{-0.14907597694512303, 0.2668487802389056}"
"{-0.1121431204991988, 0.31899414852839203}","{-0.07452769065027222, 0.26733715584118584}"
"{0.5278091739890538, -0.2779353340653497}","{0.47599706543548, -0.31533571802480037}"
"{-0.34486102924736833, 0.03718872312779789}","{-0.29707718488949697, 0.07961063233387557}"
"{-0.34486102924736833, 0.03718872312779789}","{-0.3898060451305344, -0.008233111136399783}"
"{-0.34486102924736833, 0.03718872312779789}","{-0.3118467139080134, -0.017520340038219954}"
"{-0.2476889611615673, 0.12015691440804702}","{-0.29707718488949697, 0.07961063233387557}"
"{-0.2476889611615673, 0.12015691440804702}","{-0.23336911764946028, 0.18243089598418108}"
"{-0.2205344244637599, -0.20230484727588138}","{-0.16297321026904305, -0.17455526032548307}"
"{-0.2205344244637599, -0.20230484727588138}","{-0.26057114438416973, -0.1525012710353218}"
"{-0.2205344244637599, -0.20230484727588138}","{-0.23552047965113063, -0.2644235154620265}"
"{0.49433184644512335, 0.3349939105739146}","{0.5505612761598785, 0.36534968813084767}"
"{-0.4141521780569431, 0.18737735443274073}","{-0.47537284760576315, 0.16906222427459794}"
"{-0.4141521780569431, 0.18737735443274073}","{-0.3765069325912456, 0.2390131659602501}"
"{0.07855763394758217, -0.4413182825327327}","{0.02976272354612149, -0.4000578119961974}"
"{0.07855763394758217, -0.4413182825327327}","{0.10206904191370245, -0.38190075174277166}"
"{0.21113946855770938, -0.15462139884955584}","{0.27368511270755763, -0.14154723499492725}"
"{0.21113946855770938, -0.15462139884955584}","{0.15641592577467617, -0.18761011897611418}"
"{0.1716709985370022, -0.11887498321619176}","{0.17924056891014817, -0.055424803728249976}"
"{0.1716709985370022, -0.11887498321619176}","{0.10847031615368043, -0.12830293119078331}"
"{0.1716709985370022, -0.11887498321619176}","{0.21113946855770938, -0.15462139884955584}"
"{0.04445385714978368, 0.3842338619994586}","{0.05501116062924285, 0.3212122229534115}"
"{0.04445385714978368, 0.3842338619994586}","{0.1075529895963058, 0.3741461948485417}"
"{-0.4317483193957939, -0.44608345983983955}","{-0.4923933684561903, -0.4259480329524123}"
"{-0.4317483193957939, -0.44608345983983955}","{-0.3774202608594513, -0.4797241046387092}"
