"{0.355446794960959, 0.46188802035131554}","{0.4242115410653451, 0.4906833629454402}"
"{-0.4317483193957939, -0.44608345983983955}","{-0.43755332890814774, -0.3931496581016425}"
"{0.20201419601278992, 0.2565896121251097}","{0.14408468542555397, 0.2296195458779525}"
"{0.20201419601278992, 0.2565896121251097}","{0.21722553492649568, 0.19452593075758445}"
"{0.20201419601278992, 0.2565896121251097}","{0.22094506936520927, 0.30636097623347386}"
"{-0.05198156901270902, -0.21985519487843952}","{-0.08312591931468163, -0.16405871463024155}"
"{-0.05198156901270902, -0.21985519487843952}","{-0.11409471700642884, -0.23485286834049734}"
"{-0.05198156901270902, -0.21985519487843952}","{0.00808775141609061, -0.19807301548435052}"
"{-0.05198156901270902, -0.21985519487843952}","{-0.062185471861800505, -0.27211818516340686}"
"{0.49085869700233276, 0.38813179714806345}","{0.5505612761598785, 0.36534968813084767}"
"{0.49085869700233276, 0.38813179714806345}","{0.49433184644512335, 0.3349939105739146}"
"{0.2804417035536625, 0.2038536079485127}","{0.31881108767341715, 0.2549531131079048}"
"{0.2804417035536625, 0.2038536079485127}","{0.21722553492649568, 0.19452593075758445}"
"{0.2804417035536625, 0.2038536079485127}","{0.3342475387317033, 0.16938356293680576}"
"{0.2804417035536625, 0.2038536079485127}","{0.26555745262320263, 0.1527246874631592}"
"{-0.2184365936736592, 0.5301675129744566}","{-0.2194939773075796, 0.46627757851317725}"
"{-0.2184365936736592, -0.46983248702554337}","{-0.25257265895935904, -0.4158158274846794}"
"{-0.2184365936736592, -0.46983248702554337}","{-0.2793180858582352, -0.489243296339985}"
"{-0.2184365936736592, -0.46983248702554337}","{-0.158940237106669, -0.4465235994162256}"
"{0.17465850989929688, 0.008310452735623683}","{0.23757560306110692, -0.0028264557106475463}"
"{0.17465850989929688, 0.008310452735623683}","{0.11371693293057843, -0.01090298012881318}"
"{0.17465850989929688, 0.008310452735623683}","{0.17924056891014817, -0.055424803728249976}"
"{0.4193121364840161, -0.3448268188959717}","{0.3743370601618512, -0.39021474768470915}"
"{0.4193121364840161, -0.3448268188959717}","{0.40734244027135325, -0.2820577027269809}"
"{0.4193121364840161, -0.3448268188959717}","{0.47599706543548, -0.31533571802480037}"
"{-0.05584810977805239, -0.0022757943922869068}","{-0.10478448928679114, 0.03881701183878193}"
"{-0.05584810977805239, -0.0022757943922869068}","{-0.11042118804651938, -0.03551852537799334}"
"{-0.05584810977805239, -0.0022757943922869068}","{-0.003679630984702881, -0.03917762360435759}"
"{-0.05584810977805239, -0.0022757943922869068}","{-0.04171132562159835, 0.04906420177765913}"
"{0.023338626491772107, 0.47942321749342676}","{0.07429331244732522, 0.44086246719846656}"
"{0.023338626491772107, 0.47942321749342676}","{-0.03891994898761475, 0.46502928766784757}"
"{0.12503644528211008, -0.46730508819126026}","{0.16677655445661696, -0.41892208164835193}"
"{0.12503644528211008, -0.46730508819126026}","{0.07855763394758217, -0.4413182825327327}"
"{0.32040544899233, 0.06404931784296912}","{0.37776291803135126, 0.03588305595521282}"
"{0.32040544899233, 0.06404931784296912}","{0.25671472319389177, 0.06922347515532384}"
"{0.32040544899233, 0.06404931784296912}","{0.312039302876985, 0.000697821404244456}"
"{-0.23412191495564827, 0.06866360564126213}","{-0.29707718488949697, 0.07961063233387557}"
"{-0.23412191495564827, 0.06866360564126213}","{-0.26346886140781045, 0.02422872714374194}"
"{-0.23412191495564827, 0.06866360564126213}","{-0.2103134616271527, 0.021032925912998636}"
"{-0.23412191495564827, 0.06866360564126213}","{-0.2476889611615673, 0.12015691440804702}"
"{-0.46314759218299234, 0.30293590359267414}","{-0.3996253130640074, 0.3098874805688505}"
"{-0.46314759218299234, 0.30293590359267414}","{-0.4494387238401215, 0.36534968813084767}"
"{0.5368524078170076, 0.30293590359267414}","{0.49433184644512335, 0.3349939105739146}"
"{-0.22792127440782467, -0.32786640705527176}","{-0.18831796862272288, -0.378010143471796}"
"{-0.22792127440782467, -0.32786640705527176}","{-0.17022475335751786, -0.30039967630315045}"
"{-0.22792127440782467, -0.32786640705527176}","{-0.23552047965113063, -0.2644235154620265}"
"{-0.41013131204929454, -0.06881430081130253}","{-0.40569848781591406, -0.1325614965037754}"
"{-0.41013131204929454, -0.06881430081130253}","{-0.4691200263507963, -0.09337984115049852}"
"{-0.41013131204929454, -0.06881430081130253}","{-0.3477879489134671, -0.08283286487938304}"
"{-0.41013131204929454, -0.06881430081130253}","{-0.3898060451305344, -0.008233111136399783}"
"{0.2111183724263267, -0.37290898211509305}","{0.16677655445661696, -0.41892208164835193}"
"{0.2111183724263267, -0.37290898211509305}","{0.160864235705084, -0.3552962566196166}"
"{0.4431462100455373, 0.25177012050709074}","{0.3861284093872048, 0.2229203083719972}"
"{0.4431462100455373, 0.25177012050709074}","{0.48566549668190134, 0.21971115337274066}"
"{0.4932082798550146, 0.27242548244504555}","{0.48566549668190134, 0.21971115337274066}"
"{0.4932082798550146, 0.27242548244504555}","{0.5368524078170076, 0.30293590359267414}"
"{-0.1714464440805768, 0.057433686428016405}","{-0.13243793785298982, 0.1080465373388502}"
"{-0.1714464440805768, 0.057433686428016405}","{-0.2103134616271527, 0.021032925912998636}"
"{0.34737602913208043, 0.39850067619335267}","{0.355446794960959, 0.46188802035131554}"
"{0.34737602913208043, 0.39850067619335267}","{0.2898866857481498, 0.42639574283531273}"
"{0.34737602913208043, 0.39850067619335267}","{0.3250307886474294, 0.3386348363854338}"
"{-0.48144160654098245, -0.36299456854436735}","{-0.4923933684561903, -0.4259480329524123}"
"{0.5185583934590176, -0.36299456854436735}","{0.47599706543548, -0.31533571802480037}"
"{-0.48144160654098245, -0.36299456854436735}","{-0.42660226900096687, -0.33019391738708354}"
"{-0.48144160654098245, -0.36299456854436735}","{-0.43755332890814774, -0.3931496581016425}"
"{0.032549071299525056, -0.468128468465113}","{-0.0309345687495416, -0.46085099790534845}"
"{0.032549071299525056, -0.468128468465113}","{0.07855763394758217, -0.4413182825327327}"
"{0.032549071299525056, 0.531871531534887}","{0.023338626491772107, 0.47942321749342676}"
"{-0.42570417393744486, -0.1932497192671923}","{-0.40569848781591406, -0.1325614965037754}"
"{-0.42570417393744486, -0.1932497192671923}","{-0.3689748806854895, -0.22265087523899785}"
"{-0.32444012926064997, -0.4440012258507153}","{-0.2793180858582352, -0.489243296339985}"
"{-0.32444012926064997, -0.4440012258507153}","{-0.37467289511460133, -0.40450623205240843}"
"{-0.32444012926064997, -0.4440012258507153}","{-0.3774202608594513, -0.4797241046387092}"
"{0.012037827756660348, 0.4264798060908531}","{0.07429331244732522, 0.44086246719846656}"
"{0.012037827756660348, 0.4264798060908531}","{-0.03891994898761475, 0.46502928766784757}"
"{0.012037827756660348, 0.4264798060908531}","{-0.04076817908654725, 0.39050226619899425}"
"{0.012037827756660348, 0.4264798060908531}","{0.04445385714978368, 0.3842338619994586}"
"{-0.10634184624304859, -0.301880746602436}","{-0.17022475335751786, -0.30039967630315045}"
"{-0.10634184624304859, -0.301880746602436}","{-0.11487538629080292, -0.3652093516613743}"
"{-0.10634184624304859, -0.301880746602436}","{-0.062185471861800505, -0.27211818516340686}"
"{0.47742753796838683, 0.43966139778534424}","{0.5413269987358278, 0.4393234982073197}"
"{0.47742753796838683, 0.43966139778534424}","{0.4981617062627901, 0.5001047321934129}"
"{0.47742753796838683, 0.43966139778534424}","{0.4179113532549658, 0.4164017087297456}"
"{0.47742753796838683, 0.43966139778534424}","{0.49085869700233276, 0.38813179714806345}"
"{-0.10168402918837789, 0.3712069493039703}","{-0.1071001736248112, 0.43487782955128235}"
"{-0.10168402918837789, 0.3712069493039703}","{-0.04076817908654725, 0.39050226619899425}"
"{-0.10168402918837789, 0.3712069493039703}","{-0.15482947819568696, 0.37453871061596344}"
"{-0.10168402918837789, 0.3712069493039703}","{-0.1121431204991988, 0.31899414852839203}"
"{0.45068845267330204, 0.30448422801458624}","{0.38717590004865693, 0.29745621082624873}"
"{0.45068845267330204, 0.30448422801458624}","{0.49433184644512335, 0.3349939105739146}"
"{0.45068845267330204, 0.30448422801458624}","{0.4431462100455373, 0.25177012050709074}"
"{0.45068845267330204, 0.30448422801458624}","{0.4932082798550146, 0.27242548244504555}"
"{0.44116962561500594, 0.1904565799617851}","{0.3861284093872048, 0.2229203083719972}"
"{0.44116962561500594, 0.1904565799617851}","{0.48566549668190134, 0.21971115337274066}"
"{0.2958605559132408, -0.2014755335191069}","{0.27368511270755763, -0.14154723499492725}"
"{0.2958605559132408, -0.2014755335191069}","{0.35184137799548426, -0.23228555258047878}"
"{0.2958605559132408, -0.2014755335191069}","{0.2658396606422784, -0.24545685393880995}"
"{-0.15935703693187311, 0.0055728176689846904}","{-0.10478448928679114, 0.03881701183878193}"
"{-0.15935703693187311, 0.0055728176689846904}","{-0.11042118804651938, -0.03551852537799334}"
"{-0.15935703693187311, 0.0055728176689846904}","{-0.2103134616271527, 0.021032925912998636}"
"{-0.15935703693187311, 0.0055728176689846904}","{-0.1714464440805768, 0.057433686428016405}"
"{0.30220975563155367, 0.11409496054848273}","{0.25671472319389177, 0.06922347515532384}"
"{0.30220975563155367, 0.11409496054848273}","{0.3342475387317033, 0.16938356293680576}"
"{0.30220975563155367, 0.11409496054848273}","{0.26555745262320263, 0.1527246874631592}"
"{0.30220975563155367, 0.11409496054848273}","{0.35521845601503055, 0.10902094860858873}"
"{0.30220975563155367, 0.11409496054848273}","{0.32040544899233, 0.06404931784296912}"
"{0.22237676603367354, -0.10256963383009024}","{0.17924056891014817, -0.055424803728249976}"
"{0.22237676603367354, -0.10256963383009024}","{0.27547587708606897, -0.06701910620264682}"
"{0.22237676603367354, -0.10256963383009024}","{0.21113946855770938, -0.15462139884955584}"
"{-0.007112091793142744, 0.3361820705511328}","{0.05501116062924285, 0.3212122229534115}"
"{-0.007112091793142744, 0.3361820705511328}","{-0.04076817908654725, 0.39050226619899425}"
"{-0.4243825045876901, -0.2544831673826196}","{-0.3689748806854895, -0.22265087523899785}"
"{-0.4243825045876901, -0.2544831673826196}","{-0.38102839279126827, -0.2854033011169995}"
"{-0.4243825045876901, -0.2544831673826196}","{-0.4721908260109462, -0.2779353340653497}"
"{0.535168180384813, -0.15713360711183819}","{0.47196846457074587, -0.1665562295114445}"
"{-0.464831819615187, -0.15713360711183819}","{-0.4691200263507963, -0.09337984115049852}"
"{-0.464831819615187, -0.15713360711183819}","{-0.42570417393744486, -0.1932497192671923}"
"{-0.08119012593129714, 0.14621399745677768}","{-0.1113799508957249, 0.20253172194695002}"
"{-0.08119012593129714, 0.14621399745677768}","{-0.13243793785298982, 0.1080465373388502}"
"{-0.08119012593129714, 0.14621399745677768}","{-0.028342036016812146, 0.13969072969753868}"
"{0.38550590409700497, 0.3613306777786835}","{0.38717590004865693, 0.29745621082624873}"
"{0.38550590409700497, 0.3613306777786835}","{0.4179113532549658, 0.4164017087297456}"
"{0.38550590409700497, 0.3613306777786835}","{0.34737602913208043, 0.39850067619335267}"
"{-0.059948831309516414, 0.32955045612905665}","{-0.07452769065027222, 0.26733715584118584}"
"{-0.059948831309516414, 0.32955045612905665}","{-0.04076817908654725, 0.39050226619899425}"
"{-0.059948831309516414, 0.32955045612905665}","{-0.1121431204991988, 0.31899414852839203}"
"{-0.059948831309516414, 0.32955045612905665}","{-0.007112091793142744, 0.3361820705511328}"
"{-0.17796610728363726, -0.23667080899723578}","{-0.16297321026904305, -0.17455526032548307}"
"{-0.17796610728363726, -0.23667080899723578}","{-0.11409471700642884, -0.23485286834049734}"
"{-0.17796610728363726, -0.23667080899723578}","{-0.23552047965113063, -0.2644235154620265}"
"{-0.19631059341631138, 0.10615914263660015}","{-0.13243793785298982, 0.1080465373388502}"
"{-0.19631059341631138, 0.10615914263660015}","{-0.17556093431203715, 0.15520097866516952}"
"{-0.19631059341631138, 0.10615914263660015}","{-0.2476889611615673, 0.12015691440804702}"
"{-0.19631059341631138, 0.10615914263660015}","{-0.23412191495564827, 0.06866360564126213}"
"{-0.17500627742251623, 0.20844818123694733}","{-0.14907597694512303, 0.2668487802389056}"
"{-0.17500627742251623, 0.20844818123694733}","{-0.1113799508957249, 0.20253172194695002}"
"{-0.17500627742251623, 0.20844818123694733}","{-0.23336911764946028, 0.18243089598418108}"
"{-0.17500627742251623, 0.20844818123694733}","{-0.17556093431203715, 0.15520097866516952}"
"{0.2549266056236586, 0.2505937591641144}","{0.2738568086194156, 0.3003664181149846}"
"{0.2549266056236586, 0.2505937591641144}","{0.20201419601278992, 0.2565896121251097}"
"{0.2549266056236586, 0.2505937591641144}","{0.2804417035536625, 0.2038536079485127}"
"{0.13905163183280264, 0.047901656290823845}","{0.07544186484732068, 0.05397074918328331}"
"{0.13905163183280264, 0.047901656290823845}","{0.12942799629584695, 0.11107072077733937}"
"{0.13905163183280264, 0.047901656290823845}","{0.17465850989929688, 0.008310452735623683}"
"{0.07830902456242356, 0.5046378361109812}","{0.07429331244732522, 0.44086246719846656}"
"{0.07830902456242356, -0.49536216388901877}","{0.032549071299525056, -0.468128468465113}"
"{-0.449223515062908, -0.03265490202616142}","{-0.4691200263507963, -0.09337984115049852}"
"{-0.449223515062908, -0.03265490202616142}","{-0.45311934318314534, 0.03112753571709019}"
"{-0.449223515062908, -0.03265490202616142}","{-0.41013131204929454, -0.06881430081130253}"
"{0.005318011016114146, 0.024085815464490214}","{-0.003679630984702881, -0.03917762360435759}"
"{0.005318011016114146, 0.024085815464490214}","{0.009050640493175048, 0.08787666718784636}"
"{0.005318011016114146, 0.024085815464490214}","{-0.04171132562159835, 0.04906420177765913}"
"{0.005318011016114146, 0.024085815464490214}","{0.050119186864269784, -0.004698205716046256}"
"{0.36861758974368797, -0.029001692952870303}","{0.43224635336727224, -0.023114996198966453}"
"{0.36861758974368797, -0.029001692952870303}","{0.312039302876985, 0.000697821404244456}"
"{0.36861758974368797, -0.029001692952870303}","{0.3951719247419134, -0.0751589244839906}"
"{0.4934074721651454, -0.04162458914264232}","{0.43224635336727224, -0.023114996198966453}"
"{0.4934074721651454, -0.04162458914264232}","{0.5308799736492037, -0.09337984115049852}"
"{0.4934074721651454, -0.04162458914264232}","{0.4563308472175113, -0.09366788433074114}"
"{0.4934074721651454, -0.04162458914264232}","{0.4861945850714914, 0.011132348306586944}"
"{-0.07006854271911134, 0.09413704994978563}","{-0.13243793785298982, 0.1080465373388502}"
"{-0.07006854271911134, 0.09413704994978563}","{-0.04171132562159835, 0.04906420177765913}"
"{-0.07006854271911134, 0.09413704994978563}","{-0.08119012593129714, 0.14621399745677768}"
"{-0.43793926547050277, 0.4997672485107554}","{-0.45867300126417215, 0.4393234982073197}"
"{-0.43793926547050277, 0.4997672485107554}","{-0.5018382937372099, 0.5001047321934129}"
"{-0.43793926547050277, 0.4997672485107554}","{-0.3774202608594513, 0.5202758953612908}"
"{0.4415216242136395, 0.04010679519168567}","{0.43224635336727224, -0.023114996198966453}"
"{0.4415216242136395, 0.04010679519168567}","{0.41843370153098497, 0.09968398003943327}"
"{0.4415216242136395, 0.04010679519168567}","{0.4906103680730055, 0.08101710218718522}"
"{0.4415216242136395, 0.04010679519168567}","{0.37776291803135126, 0.03588305595521282}"
"{0.4415216242136395, 0.04010679519168567}","{0.4861945850714914, 0.011132348306586944}"
"{-0.058487412446840734, -0.3252395707343418}","{-0.04370659014221451, -0.3874058923371285}"
"{-0.058487412446840734, -0.3252395707343418}","{-0.062185471861800505, -0.27211818516340686}"
"{-0.058487412446840734, -0.3252395707343418}","{-0.10634184624304859, -0.301880746602436}"
"{0.06429876094251696, -0.25944647728714043}","{0.08263057450630718, -0.19823101708662325}"
"{0.06429876094251696, -0.25944647728714043}","{0.12816244008480104, -0.25725914922896786}"
"{0.06429876094251696, -0.25944647728714043}","{0.0017140970151626733, -0.27235009005815297}"
"{0.06429876094251696, -0.25944647728714043}","{0.05653221306867118, -0.3228742708986105}"
"{0.242760921309626, -0.19746671577517355}","{0.20195082454191066, -0.24663734932248935}"
"{0.242760921309626, -0.19746671577517355}","{0.27368511270755763, -0.14154723499492725}"
"{0.242760921309626, -0.19746671577517355}","{0.2658396606422784, -0.24545685393880995}"
"{0.242760921309626, -0.19746671577517355}","{0.21113946855770938, -0.15462139884955584}"
"{0.242760921309626, -0.19746671577517355}","{0.2958605559132408, -0.2014755335191069}"
"{0.06582376913151158, 0.11720327168457806}","{0.12942799629584695, 0.11107072077733937}"
"{0.06582376913151158, 0.11720327168457806}","{0.009050640493175048, 0.08787666718784636}"
"{0.2643018829848435, -0.37022733558071547}","{0.23663653867373705, -0.3126265363216156}"
"{0.2643018829848435, -0.37022733558071547}","{0.30557718937963535, -0.4190078594145028}"
"{0.2643018829848435, -0.37022733558071547}","{0.2111183724263267, -0.37290898211509305}"
"{0.12522379200961042, 0.4794455057763286}","{0.07429331244732522, 0.44086246719846656}"
"{0.12522379200961042, 0.4794455057763286}","{0.1627458939942752, 0.42772094417091927}"
"{0.12522379200961042, 0.4794455057763286}","{0.18621820200003647, 0.4984807082689268}"
"{0.12522379200961042, 0.4794455057763286}","{0.12503644528211008, 0.5326949118087397}"
"{0.12522379200961042, 0.4794455057763286}","{0.07830902456242356, 0.5046378361109812}"
"{-0.36196382568192703, 0.17679033872710695}","{-0.3765069325912456, 0.2390131659602501}"
"{-0.36196382568192703, 0.17679033872710695}","{-0.3022730771727419, 0.15397884882940618}"
"{-0.36196382568192703, 0.17679033872710695}","{-0.3645075370644319, 0.11294094935101652}"
"{-0.36196382568192703, 0.17679033872710695}","{-0.4141521780569431, 0.18737735443274073}"
"{0.17245249996890463, -0.30332189360484396}","{0.20195082454191066, -0.24663734932248935}"
"{0.17245249996890463, -0.30332189360484396}","{0.12816244008480104, -0.25725914922896786}"
"{0.17245249996890463, -0.30332189360484396}","{0.160864235705084, -0.3552962566196166}"
"{0.33861839305664093, -0.16973516966999025}","{0.339120508527519, -0.10583556840807297}"
"{0.33861839305664093, -0.16973516966999025}","{0.3993287588147223, -0.14979438234005957}"
"{0.33861839305664093, -0.16973516966999025}","{0.2958605559132408, -0.2014755335191069}"
"{0.2436813186737099, 0.4705336413295444}","{0.2961256919615032, 0.5070425230772538}"
"{0.2436813186737099, 0.4705336413295444}","{0.2898866857481498, 0.42639574283531273}"
"{0.2436813186737099, 0.4705336413295444}","{0.18621820200003647, 0.4984807082689268}"
"{-0.32930401196939113, -0.27274424306552236}","{-0.3689748806854895, -0.22265087523899785}"
"{-0.32930401196939113, -0.27274424306552236}","{-0.34135903060591233, -0.33549841728388247}"
"{-0.32930401196939113, -0.27274424306552236}","{-0.2859514280852646, -0.30366461263485284}"
"{-0.32930401196939113, -0.27274424306552236}","{-0.38102839279126827, -0.2854033011169995}"
"{-0.27347928254697695, -0.35543282599685866}","{-0.25257265895935904, -0.4158158274846794}"
"{-0.27347928254697695, -0.35543282599685866}","{-0.2859514280852646, -0.30366461263485284}"
"{-0.27347928254697695, -0.35543282599685866}","{-0.22792127440782467, -0.32786640705527176}"
"{-0.3944810918037719, 0.056509618021243976}","{-0.45311934318314534, 0.03112753571709019}"
"{-0.3944810918037719, 0.056509618021243976}","{-0.3645075370644319, 0.11294094935101652}"
"{-0.3944810918037719, 0.056509618021243976}","{-0.34486102924736833, 0.03718872312779789}"
"{0.5314035348797752, -0.22480550337608737}","{0.46960807536243393, -0.24106443209359676}"
"{-0.4685964651202248, -0.22480550337608737}","{-0.4721908260109462, -0.2779353340653497}"
"{-0.4685964651202248, -0.22480550337608737}","{-0.42570417393744486, -0.1932497192671923}"
"{-0.4685964651202248, -0.22480550337608737}","{-0.4243825045876901, -0.2544831673826196}"
"{-0.3119629947332319, -0.39223500018492696}","{-0.25257265895935904, -0.4158158274846794}"
"{-0.3119629947332319, -0.39223500018492696}","{-0.37467289511460133, -0.40450623205240843}"
"{-0.3119629947332319, -0.39223500018492696}","{-0.34135903060591233, -0.33549841728388247}"
"{-0.3119629947332319, -0.39223500018492696}","{-0.32444012926064997, -0.4440012258507153}"
"{-0.3119629947332319, -0.39223500018492696}","{-0.27347928254697695, -0.35543282599685866}"
"{-0.39815371863762167, 0.4598317921834551}","{-0.45867300126417215, 0.4393234982073197}"
"{-0.39815371863762167, 0.4598317921834551}","{-0.3774202608594513, 0.5202758953612908}"
"{-0.39815371863762167, 0.4598317921834551}","{-0.345166089993128, 0.46511356868691134}"
"{-0.006052760899194592, -0.3357773919514468}","{-0.04370659014221451, -0.3874058923371285}"
"{-0.006052760899194592, -0.3357773919514468}","{0.0017140970151626733, -0.27235009005815297}"
"{-0.006052760899194592, -0.3357773919514468}","{0.05653221306867118, -0.3228742708986105}"
"{0.4125408626519596, -0.2123142560960636}","{0.35184137799548426, -0.23228555258047878}"
"{0.4125408626519596, -0.2123142560960636}","{0.46960807536243393, -0.24106443209359676}"
"{0.4125408626519596, -0.2123142560960636}","{0.3993287588147223, -0.14979438234005957}"
"{0.02389514476401096, 0.1500299929502084}","{0.009050640493175048, 0.08787666718784636}"
"{0.02389514476401096, 0.1500299929502084}","{-0.028342036016812146, 0.13969072969753868}"
"{0.02389514476401096, 0.1500299929502084}","{0.027070430614778967, 0.2031856741477402}"
"{0.02389514476401096, 0.1500299929502084}","{0.06582376913151158, 0.11720327168457806}"
"{0.39746099604915347, 0.16003835621833373}","{0.41843370153098497, 0.09968398003943327}"
"{0.39746099604915347, 0.16003835621833373}","{0.3342475387317033, 0.16938356293680576}"
"{0.39746099604915347, 0.16003835621833373}","{0.3861284093872048, 0.2229203083719972}"
"{0.39746099604915347, 0.16003835621833373}","{0.44116962561500594, 0.1904565799617851}"
